ID	Location	Membrane	Nucleus	Cytoplasm	Extracellular	Mitochondrion	Cell_membrane	Endoplasmic_reticulum	Plastid	Golgi_apparatus	Lysosome/Vacuole	Peroxisome
P08294|secreted	Extracellular	0.0004	0.0	0.0002	0.9851	0.0003	0.0002	0.012	0.0	0.0	0.0022	0.0
Q86XT9|cell-envelope	Cell_membrane	0.9948	0.0006	0.0001	0.0003	0.0021	0.9346	0.0336	0.0002	0.0199	0.008	0.0007
Q9P0P8|mitochondrion-matrix	Mitochondrion	0.8438	0.0006	0.0007	0.0	0.9927	0.0	0.0006	0.005	0.0	0.0	0.0004
Q5VZ72|cell-envelope	Cell_membrane	0.9987	0.0002	0.0	0.0	0.0006	0.812	0.1811	0.0001	0.0038	0.0021	0.0001
P11487|secreted	Extracellular	0.0017	0.0051	0.0029	0.9655	0.0235	0.0006	0.0018	0.0	0.0001	0.0004	0.0
Q9NVV5|cell-envelope	Endoplasmic_reticulum	0.9772	0.0001	0.0	0.0001	0.0031	0.1827	0.5265	0.0009	0.241	0.0451	0.0004
Q86Z23|secreted	Extracellular	0.0001	0.0	0.0005	0.9512	0.0002	0.0002	0.0042	0.0	0.0	0.0437	0.0
Q9UMR7|cell-envelope	Cell_membrane	0.9795	0.001	0.0001	0.0003	0.0026	0.6569	0.0628	0.0001	0.2168	0.0593	0.0001
Q8N4T8|mitochondrion-matrix	Mitochondrion	0.1726	0.0023	0.2294	0.0037	0.3822	0.0056	0.0016	0.0241	0.0001	0.0015	0.3494
Q7Z3S9|secreted	Extracellular	0.0009	0.0771	0.4254	0.484	0.001	0.0096	0.0001	0.0001	0.0001	0.0026	0.0
P0DPK4|secreted	Extracellular	0.0009	0.0771	0.4254	0.484	0.001	0.0096	0.0001	0.0001	0.0001	0.0026	0.0
P60033|cell-envelope	Cell_membrane	0.887	0.0001	0.0	0.0	0.0004	0.7653	0.0202	0.0	0.0238	0.1902	0.0001
Q2I0M5|secreted	Extracellular	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P24001|secreted	Extracellular	0.1041	0.0298	0.0834	0.6032	0.1259	0.0405	0.0219	0.0022	0.0245	0.0561	0.0124
Q96EH3|mitochondrion-matrix	Mitochondrion	0.2846	0.0195	0.0298	0.0006	0.9266	0.003	0.0061	0.0056	0.002	0.0011	0.0057
Q6NSX1|secreted	Mitochondrion	0.4011	0.0059	0.0186	0.0003	0.9379	0.0011	0.0078	0.0142	0.0059	0.002	0.0063
P26715|cell-envelope	Cell_membrane	0.9692	0.0586	0.0047	0.0014	0.0466	0.6483	0.1029	0.0451	0.0573	0.0306	0.0045
O14910|cell-envelope	Nucleus	0.1262	0.6178	0.3182	0.0018	0.0294	0.0127	0.0011	0.0078	0.0018	0.0015	0.0079
P15692|secreted	Extracellular	0.0	0.0	0.0001	0.9998	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q1ZYL8|secreted	Extracellular	0.0034	0.0007	0.0012	0.9651	0.002	0.0019	0.022	0.0	0.0	0.0072	0.0
P58418|cell-envelope	Cell_membrane	0.9201	0.0001	0.0	0.0	0.0024	0.4556	0.2011	0.0001	0.1692	0.1712	0.0003
P26717|cell-envelope	Cell_membrane	0.8133	0.2933	0.0234	0.0154	0.0371	0.4097	0.1629	0.0029	0.0396	0.0113	0.0045
Q96IZ2|cell-envelope	Endoplasmic_reticulum	0.9994	0.0	0.0	0.0	0.0011	0.3015	0.6527	0.0	0.0434	0.0009	0.0003
P98173|secreted	Golgi_apparatus	0.7817	0.0043	0.0106	0.1051	0.1853	0.0372	0.0736	0.0238	0.523	0.0264	0.0106
Q6PKH6|secreted	Mitochondrion	0.469	0.0002	0.0076	0.0001	0.8953	0.0005	0.0001	0.0315	0.0	0.0	0.0646
P57739|cell-envelope	Cell_membrane	0.9882	0.0	0.0	0.0	0.0002	0.9594	0.021	0.0	0.0082	0.0111	0.0
Q9BRX8|secreted	Cytoplasm	0.2997	0.0044	0.359	0.0126	0.15	0.0067	0.1101	0.0768	0.0005	0.0141	0.2658
C9JDP6|cell-envelope	Cell_membrane	0.8643	0.0008	0.0005	0.0093	0.0094	0.6332	0.1432	0.0003	0.0501	0.1496	0.0036
P40259|cell-envelope	Cell_membrane	0.8322	0.0036	0.0006	0.0271	0.0098	0.4276	0.2153	0.106	0.0578	0.1519	0.0003
Q14213|secreted	Extracellular	0.0016	0.0004	0.0021	0.9779	0.0115	0.0007	0.0025	0.0007	0.0	0.0042	0.0
A6NMD0|cell-envelope	Cell_membrane	0.9819	0.0276	0.0063	0.0006	0.0194	0.54	0.3036	0.0008	0.0717	0.0169	0.0132
P52803|cell-envelope	Cell_membrane	0.9929	0.0022	0.0	0.0005	0.0002	0.8871	0.079	0.0001	0.021	0.0098	0.0001
P78369|cell-envelope	Cell_membrane	0.902	0.0	0.0	0.0002	0.0013	0.8119	0.0168	0.0001	0.0148	0.1547	0.0001
Q8IWT1|cell-envelope	Cell_membrane	0.9963	0.0001	0.0	0.0	0.0004	0.8713	0.1096	0.0	0.0112	0.0074	0.0
Q92520|secreted	Lysosome/Vacuole	0.306	0.0049	0.057	0.193	0.0822	0.0247	0.2265	0.079	0.0715	0.2484	0.0129
Q9UIJ7|mitochondrion-matrix	Mitochondrion	0.2278	0.0005	0.0135	0.0001	0.9793	0.0001	0.0001	0.0021	0.0	0.0001	0.0041
P29033|cell-envelope	Cell_membrane	0.9907	0.0	0.0	0.0	0.0004	0.792	0.1357	0.0	0.0436	0.0282	0.0001
Q9BSN7|cell-envelope	Cell_membrane	0.9319	0.0002	0.0001	0.0033	0.0115	0.7902	0.0593	0.007	0.0469	0.0809	0.0007
P11912|cell-envelope	Cell_membrane	0.9273	0.0001	0.0001	0.0123	0.0021	0.8117	0.0892	0.0003	0.0105	0.0736	0.0001
Q5QGT7|cell-envelope	Cell_membrane	0.9528	0.0149	0.0056	0.0021	0.0107	0.3732	0.3555	0.0009	0.1708	0.0536	0.0127
Q8TAA5|mitochondrion-matrix	Mitochondrion	0.2639	0.0007	0.0086	0.0001	0.9852	0.0002	0.0003	0.0028	0.0	0.0001	0.0018
Q9UBD9|secreted	Extracellular	0.4706	0.0033	0.0064	0.4093	0.1224	0.0471	0.3432	0.0022	0.0132	0.047	0.0058
P56748|cell-envelope	Cell_membrane	0.9796	0.0004	0.0001	0.0008	0.0153	0.8533	0.0528	0.0008	0.024	0.0515	0.0011
P56750|cell-envelope	Cell_membrane	0.9987	0.0	0.0	0.0	0.0004	0.9545	0.0343	0.0	0.0095	0.0013	0.0
Q96BQ1|secreted	Endoplasmic_reticulum	0.8415	0.0005	0.0069	0.0459	0.199	0.0259	0.3759	0.0409	0.2546	0.0336	0.0167
Q9UM22|secreted	Extracellular	0.1797	0.0052	0.008	0.4446	0.0662	0.0225	0.1911	0.0016	0.1263	0.134	0.0005
Q8IUK8|secreted	Endoplasmic_reticulum	0.2521	0.0008	0.0035	0.2957	0.013	0.0173	0.3435	0.001	0.1218	0.2026	0.0008
Q08708|cell-envelope	Cell_membrane	0.987	0.0001	0.0	0.0012	0.001	0.9121	0.0555	0.0	0.0076	0.0222	0.0003
P16410|cell-envelope	Cell_membrane	0.9304	0.0001	0.0	0.0019	0.001	0.6757	0.1117	0.0	0.0699	0.1395	0.0001
B3SHH9|cell-envelope	Cell_membrane	0.892	0.0011	0.0004	0.0009	0.0408	0.4109	0.2275	0.006	0.1534	0.1539	0.0051
P27144|mitochondrion-matrix	Mitochondrion	0.1853	0.0008	0.0435	0.0001	0.949	0.0001	0.0002	0.0034	0.0	0.0003	0.0025
Q9BYJ0|secreted	Extracellular	0.1377	0.0004	0.0003	0.8605	0.0004	0.089	0.0442	0.0	0.0022	0.003	0.0001
Q9GZX9|secreted	Extracellular	0.0002	0.0007	0.0017	0.9964	0.0004	0.0001	0.0002	0.0	0.0	0.0005	0.0
Q96BH3|secreted	Extracellular	0.0003	0.0	0.0001	0.9447	0.0	0.0018	0.0032	0.0	0.0002	0.05	0.0
Q6PEY0|cell-envelope	Cell_membrane	0.9683	0.0001	0.0	0.0	0.001	0.6489	0.1153	0.0	0.1493	0.0851	0.0002
P0CG36|secreted	Cell_membrane	0.7356	0.0034	0.0007	0.2246	0.0022	0.639	0.0583	0.0001	0.0577	0.013	0.0009
B2RUY7|secreted	Extracellular	0.0	0.0027	0.019	0.9748	0.0032	0.0	0.0	0.0	0.0	0.0002	0.0
Q06432|cell-envelope	Cell_membrane	0.942	0.0	0.0	0.0001	0.0007	0.8022	0.0428	0.0	0.0475	0.1066	0.0
Q14406|secreted	Extracellular	0.0016	0.0002	0.0007	0.8377	0.0009	0.0001	0.1302	0.0	0.0001	0.0301	0.0
Q9HBJ8|cell-envelope	Cell_membrane	0.9978	0.0009	0.0	0.0	0.0003	0.909	0.074	0.0003	0.0116	0.004	0.0001
Q9UK41|cell-envelope	Cytoplasm	0.0529	0.3295	0.5834	0.0005	0.0431	0.0053	0.0029	0.0071	0.0109	0.0135	0.0036
P59796|secreted	Extracellular	0.0372	0.0003	0.0034	0.5762	0.0013	0.0029	0.2752	0.0001	0.0026	0.1376	0.0003
Q9BT30|mitochondrion-matrix	Mitochondrion	0.3073	0.0012	0.0109	0.0015	0.9735	0.0001	0.0001	0.0074	0.0	0.0001	0.0051
O15551|cell-envelope	Cell_membrane	0.9931	0.0	0.0	0.0	0.0003	0.9887	0.0032	0.0	0.0028	0.005	0.0
Q8N7P3|cell-envelope	Cell_membrane	0.8898	0.0012	0.0005	0.0016	0.0292	0.4484	0.2708	0.0009	0.09	0.1506	0.0069
A6NM45|cell-envelope	Cell_membrane	0.8117	0.0004	0.0002	0.0022	0.0059	0.5613	0.101	0.0006	0.0422	0.2854	0.0006
Q5T4W7|secreted	Extracellular	0.0067	0.0715	0.0572	0.7807	0.0707	0.0094	0.0005	0.0078	0.0003	0.002	0.0
O75629|secreted	Extracellular	0.0042	0.0002	0.0012	0.8236	0.0037	0.0008	0.0518	0.0002	0.0014	0.1169	0.0002
P56747|cell-envelope	Cell_membrane	0.9874	0.0	0.0	0.0	0.0003	0.9742	0.0088	0.0	0.0052	0.0114	0.0
Q9HC57|secreted	Extracellular	0.0025	0.0005	0.0039	0.9471	0.0026	0.0105	0.0062	0.0	0.012	0.0172	0.0
A0A1B0GVH4|secreted	Extracellular	0.0646	0.0031	0.0203	0.8085	0.0534	0.0142	0.065	0.0003	0.001	0.0327	0.0014
Q8NB37|secreted	Peroxisome	0.2137	0.0573	0.2334	0.086	0.1098	0.0746	0.0208	0.0315	0.0124	0.021	0.3533
P19397|cell-envelope	Cell_membrane	0.9775	0.0	0.0	0.0	0.0	0.736	0.0445	0.0	0.1758	0.0437	0.0
P29459|secreted	Extracellular	0.0043	0.0009	0.0024	0.9018	0.0061	0.0006	0.0733	0.0001	0.0005	0.0142	0.0
Q6MZM9|secreted	Extracellular	0.001	0.0077	0.0287	0.921	0.0293	0.0099	0.0014	0.0	0.0003	0.0017	0.0
Q8TAF8|cell-envelope	Cell_membrane	0.9371	0.0	0.0	0.0	0.0006	0.7126	0.0519	0.0	0.0775	0.1573	0.0
O95484|cell-envelope	Cell_membrane	0.9977	0.0	0.0	0.0	0.0001	0.994	0.0035	0.0	0.001	0.0014	0.0
Q9HAV7|mitochondrion-matrix	Mitochondrion	0.3495	0.006	0.0273	0.0006	0.8664	0.0022	0.0012	0.0796	0.0009	0.0011	0.0146
P26718|cell-envelope	Cell_membrane	0.9769	0.0002	0.0	0.0008	0.0017	0.8084	0.0213	0.0	0.1389	0.0286	0.0
Q5GAN6|secreted	Extracellular	0.0021	0.0002	0.0014	0.9578	0.0014	0.0003	0.0204	0.0	0.0009	0.0176	0.0
H7C241|cell-envelope	Endoplasmic_reticulum	0.8104	0.001	0.0017	0.0026	0.0641	0.2415	0.3418	0.0025	0.1211	0.208	0.0157
B9A064|secreted	Extracellular	0.028	0.0008	0.0034	0.8123	0.0047	0.0162	0.0846	0.0001	0.0155	0.0624	0.0
Q8WTT0|cell-envelope	Cell_membrane	0.7131	0.0004	0.0001	0.1982	0.0011	0.5685	0.0566	0.0001	0.0933	0.0816	0.0
O43921|cell-envelope	Cell_membrane	0.7473	0.0005	0.0003	0.1641	0.0008	0.5927	0.15	0.0	0.0138	0.0776	0.0001
Q9Y581|secreted	Extracellular	0.0208	0.0088	0.0114	0.6385	0.324	0.0035	0.0052	0.0	0.0049	0.0037	0.0
Q9BQB4|secreted	Extracellular	0.0002	0.0001	0.0001	0.9985	0.0001	0.0003	0.0005	0.0	0.0001	0.0003	0.0
P15814|secreted	Extracellular	0.0266	0.0018	0.005	0.8809	0.0237	0.0099	0.0395	0.0003	0.0126	0.0261	0.0001
P05231|secreted	Extracellular	0.0286	0.0004	0.0006	0.8426	0.0137	0.0006	0.1198	0.0005	0.0006	0.0212	0.0
Q9HBJ0|secreted	Extracellular	0.0006	0.0009	0.0055	0.9759	0.0003	0.0011	0.0056	0.0	0.0004	0.0103	0.0
Q86SG7|secreted	Extracellular	0.0182	0.0003	0.0186	0.8215	0.0985	0.0005	0.0255	0.0191	0.0	0.0109	0.0051
Q8TAL6|secreted	Extracellular	0.0277	0.0055	0.011	0.5056	0.0174	0.005	0.2961	0.0009	0.0046	0.1537	0.0001
Q99470|secreted	Extracellular	0.2102	0.0016	0.0133	0.4041	0.2347	0.0118	0.1595	0.1301	0.0042	0.0398	0.001
O95471|cell-envelope	Cell_membrane	0.9831	0.0	0.0	0.0002	0.0006	0.974	0.0079	0.0	0.0053	0.012	0.0
Q9NP95|secreted	Plastid	0.6158	0.0559	0.1744	0.0071	0.2172	0.006	0.0069	0.4464	0.0007	0.0059	0.0793
O95832|cell-envelope	Cell_membrane	0.9917	0.0	0.0	0.0	0.0004	0.9826	0.0068	0.0	0.0036	0.0067	0.0
P39905|secreted	Extracellular	0.0006	0.0001	0.0001	0.9918	0.0002	0.0004	0.005	0.0	0.0001	0.0023	0.0
A6NJW9|cell-envelope	Cell_membrane	0.9869	0.0006	0.0001	0.0072	0.028	0.8825	0.0493	0.0002	0.0173	0.0109	0.0038
Q9NSA1|secreted	Extracellular	0.2139	0.024	0.0502	0.5579	0.0292	0.1003	0.1248	0.0054	0.0128	0.0948	0.0006
O15255|cell-envelope	Nucleus	0.3877	0.4711	0.3694	0.0097	0.0804	0.0509	0.0016	0.001	0.0032	0.0008	0.0118
Q6UX39|secreted	Extracellular	0.0067	0.0036	0.0136	0.8469	0.1252	0.002	0.0018	0.0052	0.0001	0.0015	0.0001
O14493|cell-envelope	Cell_membrane	0.9937	0.0	0.0	0.0001	0.0008	0.9813	0.0079	0.0001	0.0054	0.0045	0.0
Q5VXU1|cell-envelope	Cell_membrane	0.8584	0.0003	0.0001	0.0014	0.0005	0.3921	0.2493	0.0	0.148	0.2082	0.0002
Q8WUY1|secreted	Endoplasmic_reticulum	0.9207	0.0042	0.0151	0.0137	0.2986	0.0117	0.6231	0.0041	0.0162	0.0051	0.0083
Q96DA0|secreted	Lysosome/Vacuole	0.2663	0.0035	0.0231	0.2255	0.1131	0.0233	0.1802	0.0179	0.0161	0.3756	0.0217
O15520|secreted	Extracellular	0.1484	0.0125	0.006	0.648	0.1739	0.0331	0.0273	0.001	0.0268	0.0664	0.005
Q86WN2|secreted	Endoplasmic_reticulum	0.9278	0.0075	0.0079	0.0056	0.1407	0.0089	0.5289	0.0118	0.2735	0.0097	0.0054
Q8TDU5|cell-envelope	Endoplasmic_reticulum	0.9925	0.0	0.0	0.0	0.0007	0.0017	0.6586	0.0	0.3364	0.0024	0.0001
Q8IVV8|cell-envelope	Endoplasmic_reticulum	0.8112	0.0008	0.0005	0.0017	0.0036	0.2399	0.2772	0.0004	0.249	0.2253	0.0017
Q6UQ28|cell-envelope	Endoplasmic_reticulum	0.9425	0.0039	0.0006	0.0011	0.0026	0.211	0.591	0.0007	0.104	0.0842	0.0008
Q4KMZ8|cell-envelope	Cell_membrane	0.8265	0.0007	0.0003	0.0011	0.0012	0.278	0.2768	0.0001	0.1945	0.2469	0.0003
P01033|secreted	Extracellular	0.0002	0.0	0.0001	0.9975	0.0001	0.0001	0.001	0.0	0.0	0.0012	0.0
O43320|secreted	Peroxisome	0.4906	0.1207	0.2367	0.004	0.1418	0.0319	0.0332	0.057	0.0045	0.007	0.3632
O76093|secreted	Extracellular	0.0032	0.0074	0.0035	0.9653	0.0061	0.0017	0.0084	0.0	0.0003	0.0073	0.0
O75508|cell-envelope	Cell_membrane	0.9553	0.0	0.0	0.0001	0.0005	0.8776	0.014	0.0	0.0119	0.0959	0.0
P30405|mitochondrion-matrix	Mitochondrion	0.172	0.0	0.0008	0.0001	0.9974	0.0	0.0	0.0015	0.0	0.0	0.0002
Q9HAP6|cell-envelope	Cytoplasm	0.0609	0.2221	0.5286	0.0021	0.0256	0.0168	0.0037	0.0754	0.0067	0.0782	0.0407
P07766|cell-envelope	Cell_membrane	0.9963	0.0007	0.0001	0.0006	0.0012	0.7681	0.2112	0.0004	0.0122	0.0052	0.0003
D3W0D1|cell-envelope	Cell_membrane	0.9908	0.0002	0.0	0.0002	0.0003	0.8852	0.0289	0.0	0.0666	0.0185	0.0001
Q6X4U4|secreted	Extracellular	0.0007	0.0035	0.0002	0.9957	0.0003	0.0002	0.0	0.0	0.0	0.0	0.0
Q13007|secreted	Mitochondrion	0.6228	0.0199	0.0316	0.053	0.3938	0.0099	0.331	0.0049	0.0891	0.037	0.0296
Q9NP72|cell-envelope	Cytoplasm	0.3231	0.0363	0.3501	0.01	0.0044	0.1771	0.0322	0.0044	0.2354	0.1388	0.0113
P08620|secreted	Extracellular	0.0025	0.0002	0.0025	0.9571	0.0048	0.0004	0.0263	0.0002	0.0	0.0085	0.0
P60153|secreted	Mitochondrion	0.0539	0.2648	0.194	0.1264	0.3156	0.0089	0.0236	0.0112	0.0109	0.0431	0.0015
Q6UW01|secreted	Extracellular	0.0546	0.0004	0.0048	0.7648	0.0209	0.0021	0.0825	0.0013	0.005	0.1175	0.0008
A6NN92|cell-envelope	Endoplasmic_reticulum	0.9559	0.0001	0.0	0.0	0.0019	0.3163	0.3714	0.0	0.205	0.1051	0.0003
A6NC86|secreted	Extracellular	0.0	0.0004	0.0036	0.993	0.0003	0.0	0.0	0.0	0.0	0.0027	0.0
Q7Z5L0|secreted	Extracellular	0.0	0.0	0.0001	0.9889	0.0	0.0001	0.0009	0.0	0.0	0.01	0.0
O14669|cell-envelope	Cell_membrane	0.9982	0.0	0.0	0.003	0.0005	0.9237	0.0703	0.0	0.0016	0.0008	0.0
Q07507|secreted	Extracellular	0.0001	0.0	0.0001	0.9902	0.0001	0.0	0.0009	0.0	0.0	0.0087	0.0
P02753|secreted	Extracellular	0.0018	0.0	0.0006	0.8792	0.0008	0.0005	0.0591	0.0	0.0	0.0598	0.0
Q8NDX9|secreted	Extracellular	0.1326	0.0154	0.028	0.7569	0.0181	0.0433	0.0981	0.0001	0.0059	0.0327	0.0014
A8K4G0|cell-envelope	Cell_membrane	0.9877	0.0002	0.0	0.0035	0.0012	0.7593	0.1706	0.0001	0.053	0.0119	0.0002
Q9NTU7|secreted	Extracellular	0.079	0.0008	0.0033	0.4723	0.0094	0.0106	0.2661	0.0028	0.0069	0.2267	0.0012
O14931|cell-envelope	Cell_membrane	0.8755	0.0	0.0	0.1094	0.0046	0.8088	0.0747	0.0	0.0011	0.001	0.0002
Q8IZJ0|secreted	Extracellular	0.134	0.0166	0.0363	0.6617	0.153	0.0137	0.0582	0.0055	0.0066	0.048	0.0004
A8MXK1|cell-envelope	Cell_membrane	0.9966	0.0012	0.0	0.0006	0.0016	0.9159	0.0515	0.0	0.021	0.0078	0.0003
Q9NTU4|cell-envelope	Nucleus	0.1218	0.8895	0.0997	0.0001	0.0072	0.0009	0.0003	0.0002	0.0008	0.0004	0.0008
Q9UMX6|cell-envelope	Cytoplasm	0.0704	0.2178	0.6278	0.0014	0.0083	0.017	0.0164	0.0062	0.0251	0.071	0.0091
Q6UXN2|secreted	Cell_membrane	0.9894	0.0053	0.0006	0.0121	0.0109	0.9221	0.0315	0.0001	0.016	0.0008	0.0007
P20809|secreted	Extracellular	0.0519	0.0011	0.0057	0.9252	0.0232	0.0088	0.0179	0.0002	0.0019	0.0149	0.001
Q9NS71|secreted	Extracellular	0.13	0.002	0.0041	0.4765	0.0178	0.0108	0.2011	0.0051	0.0537	0.2287	0.0002
Q9UNG2|cell-envelope	Cell_membrane	0.9172	0.0019	0.0002	0.0124	0.0062	0.7132	0.0465	0.0521	0.0203	0.1471	0.0001
Q86X19|cell-envelope	Endoplasmic_reticulum	0.9884	0.001	0.0004	0.0	0.003	0.0266	0.7334	0.0	0.2148	0.018	0.0027
Q6UXH0|secreted	Extracellular	0.0002	0.0	0.0003	0.9806	0.0009	0.0	0.0172	0.0	0.0	0.0008	0.0
P80188|secreted	Extracellular	0.0002	0.0	0.0005	0.9275	0.0002	0.0001	0.0509	0.0	0.0	0.0207	0.0
O75596|secreted	Extracellular	0.0001	0.0001	0.0005	0.9873	0.0002	0.0004	0.0055	0.0	0.0	0.006	0.0
Q8N8D7|cell-envelope	Lysosome/Vacuole	0.7853	0.0005	0.0003	0.0003	0.001	0.2573	0.2281	0.0	0.1874	0.3249	0.0002
Q9NUP9|cell-envelope	Cytoplasm	0.093	0.3708	0.4563	0.0018	0.0576	0.0257	0.0037	0.0451	0.0026	0.0129	0.0235
Q9H106|secreted	Extracellular	0.2236	0.0014	0.0014	0.7121	0.0014	0.1662	0.0304	0.0	0.0129	0.0737	0.0003
Q9Y3P8|cell-envelope	Cell_membrane	0.9943	0.0	0.0	0.0002	0.0003	0.9521	0.0343	0.0	0.0109	0.0022	0.0
O75594|secreted	Extracellular	0.0524	0.0016	0.0108	0.8862	0.0735	0.0034	0.009	0.0	0.0002	0.0069	0.0084
Q8IZI9|secreted	Extracellular	0.1651	0.0076	0.0289	0.7656	0.1353	0.0176	0.0117	0.0118	0.004	0.0174	0.0002
P06850|secreted	Extracellular	0.0103	0.0005	0.0005	0.9636	0.0152	0.0042	0.0121	0.0	0.0014	0.0023	0.0
P05019|secreted	Extracellular	0.0457	0.0396	0.0101	0.8438	0.0901	0.0063	0.0015	0.0008	0.0012	0.0066	0.0
Q96E93|cell-envelope	Cell_membrane	0.9876	0.0	0.0	0.006	0.0	0.9857	0.0019	0.0	0.0054	0.0011	0.0
Q8N1E2|secreted	Extracellular	0.0001	0.0	0.0001	0.9952	0.0001	0.0	0.0026	0.0	0.0	0.0021	0.0
O95998|secreted	Extracellular	0.0254	0.0024	0.0029	0.8802	0.0056	0.0115	0.0478	0.0001	0.0057	0.0437	0.0001
Q6UXZ3|cell-envelope	Cell_membrane	0.9991	0.0	0.0	0.0001	0.0001	0.9598	0.0383	0.0	0.0012	0.0002	0.0001
A0A2R8YFM6|secreted	Extracellular	0.0344	0.0345	0.0564	0.5038	0.0093	0.0207	0.141	0.0003	0.0147	0.2185	0.0008
Q14116|secreted	Cytoplasm	0.0316	0.3693	0.5062	0.0007	0.0046	0.0022	0.0058	0.0049	0.0112	0.0945	0.0007
Q96FX8|cell-envelope	Cell_membrane	0.9455	0.0	0.0	0.0001	0.0001	0.6582	0.0554	0.0	0.1519	0.1343	0.0
Q6JVE5|secreted	Extracellular	0.0106	0.0004	0.0034	0.8566	0.0219	0.001	0.0652	0.0001	0.0004	0.0506	0.0003
Q7Z4R8|secreted	Extracellular	0.2213	0.0003	0.0011	0.5557	0.0007	0.0859	0.2198	0.0001	0.017	0.1194	0.0
O15431|cell-envelope	Cell_membrane	0.9748	0.0004	0.0	0.0	0.004	0.6491	0.2076	0.0002	0.0484	0.0899	0.0004
P03986|cell-envelope	Cell_membrane	0.699	0.0183	0.0208	0.1101	0.0189	0.3611	0.1558	0.0038	0.0897	0.2141	0.0074
Q9BZM1|secreted	Extracellular	0.0	0.0	0.0	0.9982	0.0	0.0	0.0001	0.0	0.0	0.0015	0.0
Q9NPF7|secreted	Extracellular	0.0031	0.0005	0.001	0.9859	0.007	0.0018	0.0022	0.0	0.0001	0.0015	0.0
Q8N907|secreted	Extracellular	0.0002	0.0	0.0001	0.9987	0.0007	0.0001	0.0001	0.0	0.0	0.0003	0.0
Q9BSG0|secreted	Extracellular	0.0435	0.0002	0.0052	0.7491	0.0026	0.0015	0.101	0.0001	0.0001	0.14	0.0002
Q9NY25|cell-envelope	Cell_membrane	0.7653	0.0003	0.0001	0.1867	0.0008	0.6193	0.0207	0.0001	0.025	0.147	0.0
O95445|secreted	Extracellular	0.0307	0.0014	0.0066	0.7839	0.0091	0.0073	0.1101	0.0001	0.007	0.0742	0.0002
P51864|cell-envelope	Cell_membrane	0.9161	0.0011	0.0001	0.0594	0.0002	0.8538	0.0205	0.0	0.0632	0.0018	0.0
Q6JVE6|secreted	Extracellular	0.0607	0.0002	0.0041	0.8997	0.052	0.0009	0.0384	0.0	0.0017	0.0029	0.0001
Q96SL4|secreted	Extracellular	0.0062	0.0003	0.0209	0.8697	0.0143	0.0007	0.0614	0.0021	0.0	0.029	0.0016
Q49AH0|secreted	Extracellular	0.0034	0.0003	0.0012	0.9436	0.005	0.0001	0.0445	0.0	0.0	0.0051	0.0
Q6PIZ9|cell-envelope	Endoplasmic_reticulum	0.638	0.0127	0.0026	0.1454	0.0251	0.1776	0.2398	0.0249	0.1887	0.1827	0.0004
Q8IV16|cell-envelope	Cell_membrane	0.9238	0.0002	0.0	0.0705	0.0007	0.8729	0.0453	0.0	0.0091	0.0013	0.0001
O60565|secreted	Extracellular	0.0	0.0	0.0	0.9997	0.0001	0.0	0.0	0.0	0.0	0.0001	0.0
A0A2R8YFL7|secreted	Extracellular	0.1864	0.1068	0.1747	0.3059	0.0628	0.023	0.2588	0.0017	0.0149	0.0369	0.0144
P10109|mitochondrion-matrix	Mitochondrion	0.2308	0.002	0.0063	0.0007	0.9808	0.001	0.0001	0.0071	0.0001	0.0012	0.0007
Q6UWW0|secreted	Extracellular	0.0023	0.0001	0.0042	0.7331	0.0006	0.0003	0.166	0.0001	0.0	0.0955	0.0
Q6P0A1|secreted	Extracellular	0.001	0.0001	0.0005	0.9432	0.0008	0.0001	0.047	0.0	0.0	0.0082	0.0
Q8NI32|cell-envelope	Cell_membrane	0.9991	0.0	0.0	0.0001	0.0	0.8873	0.0376	0.0	0.0744	0.0006	0.0
Q9NX76|cell-envelope	Cell_membrane	0.9434	0.0	0.0	0.0	0.0009	0.6725	0.0881	0.0001	0.1036	0.1347	0.0001
Q9H1M3|secreted	Extracellular	0.0087	0.0477	0.1123	0.6102	0.1987	0.0087	0.0086	0.0007	0.0042	0.0088	0.0001
P09693|cell-envelope	Cell_membrane	0.9869	0.0001	0.0001	0.0034	0.0029	0.7299	0.2335	0.0002	0.018	0.0117	0.0002
P55145|secreted	Extracellular	0.0067	0.0006	0.0026	0.8987	0.0329	0.0001	0.0554	0.0001	0.0004	0.0092	0.0001
P0CG01|secreted	Extracellular	0.0573	0.0039	0.0211	0.6561	0.0407	0.0096	0.1332	0.0018	0.0044	0.1262	0.003
P01275|secreted	Extracellular	0.0069	0.0002	0.0008	0.9334	0.0019	0.0002	0.0595	0.0001	0.0001	0.0041	0.0
P55808|cell-envelope	Cell_membrane	0.9374	0.0	0.0	0.0518	0.0001	0.9459	0.0013	0.0	0.0002	0.0006	0.0
P01344|secreted	Extracellular	0.0	0.0	0.0	0.9998	0.0001	0.0	0.0	0.0	0.0	0.0001	0.0
P09466|secreted	Extracellular	0.0008	0.0004	0.0019	0.9517	0.0019	0.0001	0.0349	0.0001	0.0	0.009	0.0
K9M1U5|secreted	Extracellular	0.0965	0.0078	0.0195	0.7174	0.2306	0.014	0.0048	0.0002	0.0026	0.0011	0.002
